title,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
Cool Kids,Echosmith,spotify:track:13P5rwmk2EsoFRIz9UCeh9,0.719,0.671,8.0,-6.279,1.0,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,237627.0,4.0,3
Lohtu,Live Aid Uusi Lastensairaala 2017,spotify:track:22yDwXNiJlO7UOPud3q2fm,0.503,0.699,9.0,-6.204,0.0,0.0284,0.0913,2.07e-05,0.173,0.36,86.047,271003.0,4.0,2
Koska Sä Eroot,Nikke Ankara,spotify:track:4kPj9bSq11ngSO3M4OX2fc,0.663,0.852,7.0,-5.173,1.0,0.127,0.122,0.0,0.317,0.807,170.048,222402.0,4.0,3
Can You See Me?,Krista Siegfrids,spotify:track:2sQ8XbHuqohGcp6HMXnfqQ,0.353,0.257,11.0,-11.396,1.0,0.0424,0.24,1.34e-06,0.0852,0.1,184.085,233653.0,4.0,4
Prinsessoja & astronautteja,SANNI,spotify:track:1M3YlNZcSTvRzS7zrlw6B2,0.727,0.656,1.0,-6.951,0.0,0.0503,0.028,0.00508,0.131,0.316,86.018,237493.0,4.0,2
Broken Ones,Jacquie,spotify:track:0VYCUWNFIYLIOQqu3bFzs0,0.445,0.721,11.0,-4.016,0.0,0.0471,0.0598,0.0,0.129,0.212,147.902,229404.0,4.0,2
Mockingbird,Eminem,spotify:track:17baAghWcrewNOcc9dCewx,0.621,0.672,4.0,-3.892,0.0,0.276,0.21,0.0,0.13,0.228,83.808,251267.0,4.0,5
Night Changes,One Direction,spotify:track:5O2P9iiztwhomNh8xkR9lJ,0.672,0.52,8.0,-7.747,1.0,0.0353,0.859,0.0,0.115,0.37,120.001,226600.0,4.0,4
Viimeisen kerran,Mikael Gabriel,spotify:track:0mvQHETM9iteQnMJVSE4UO,0.523,0.713,6.0,-4.312,0.0,0.0876,0.436,0.0,0.106,0.35,158.047,208707.0,4.0,2
Sun särkyä anna mä en,Johanna Kurkela,spotify:track:5lsHYb8VxfWC8sbh9shDNI,0.406,0.482,4.0,-7.986,1.0,0.0267,0.118,0.000255,0.127,0.195,77.932,184506.0,4.0,4
Invisible,Skylar Grey,spotify:track:6bpK4LLYNuSkXnvi91Rtu4,0.641,0.891,3.0,-3.966,1.0,0.0374,0.0089,2.87e-06,0.116,0.583,92.699,252680.0,4.0,3
Turning Tables,Adele,spotify:track:0X1FYVkgy7Tfw79cY3C7lx,0.361,0.446,0.0,-6.044,0.0,0.0281,0.95,1.32e-05,0.132,0.212,155.542,250000.0,4.0,4
You,Galantis,spotify:track:6FLNeNUhazLGqiScpmcmP5,0.184,0.871,8.0,-3.245,0.0,0.0661,0.00837,0.167,0.15,0.21,127.972,221286.0,4.0,2
Take Ü There (feat. Kiesza),Jack Ü,spotify:track:2RpKh7kXSdO8NLrW9VQ46p,0.542,0.879,6.0,-1.427,0.0,0.0921,0.0523,0.0,0.171,0.118,159.888,210000.0,4.0,2
Need You Right Now (feat. Mike Tompkins),Bethany Mota,spotify:track:3iftD7fIFcjnh24O2NfvLI,0.66,0.586,11.0,-4.648,1.0,0.0356,0.0623,0.0,0.515,0.653,139.99,211963.0,4.0,0
Old Thing Back (feat. Ja Rule and Ralph Tresvant),Matoma,spotify:track:6HTJZ0TQJVMSKkUGzAOe2h,0.805,0.858,0.0,-3.067,1.0,0.105,0.194,7.89e-06,0.256,0.523,97.033,321649.0,4.0,3
I'm Gonna Show You Crazy,Bebe Rexha,spotify:track:5LtNBCM2ve0SxP0dlRVvMu,0.474,0.537,2.0,-6.77,1.0,0.0649,0.0758,0.0,0.316,0.335,90.103,207775.0,4.0,3
Samsara 2015,Tungevaag,spotify:track:5tZeGPDLhJqxJES1RL5RTb,0.52,0.641,11.0,-6.463,0.0,0.0322,0.00429,0.000895,0.132,0.6,127.946,211885.0,4.0,2
Firestone,Kygo,spotify:track:2sNvitW3TxiTeC9xT9f2ZZ,0.486,0.652,11.0,-7.226,0.0,0.052,0.408,6.63e-05,0.077,0.391,113.055,273684.0,4.0,2
Freedom,Afrojack,spotify:track:1HInCBFnnRFfr6NuK70Bap,0.621,0.838,5.0,-5.28,1.0,0.0342,0.0942,0.076,0.176,0.186,128.015,243974.0,4.0,3
This Is How We Do,Katy Perry,spotify:track:1Qqn2zEWaurso48M5YYI4G,0.685,0.638,9.0,-6.075,0.0,0.0473,0.0224,0.0,0.0833,0.81,96.028,204285.0,4.0,2
Dark Horse,Katy Perry,spotify:track:3dcnygRsyW2U390tK79Ck5,0.644,0.581,6.0,-6.144,1.0,0.0513,0.00408,0.0,0.145,0.342,131.907,215672.0,4.0,3
Wide Awake,Katy Perry,spotify:track:5JLv62qFIS1DR3zGEcApRt,0.514,0.683,5.0,-5.099,1.0,0.0367,0.0749,2.64e-06,0.392,0.575,159.814,220947.0,4.0,3
Dark Side,Kelly Clarkson,spotify:track:2VFMVOLcDNoknXL2ILhdpp,0.559,0.86,7.0,-4.04,1.0,0.05,0.0991,0.0,0.292,0.292,118.969,224507.0,4.0,3
Hot,Avril Lavigne,spotify:track:6z7fZRrQfOH3ZjWEkC4QhC,0.6,0.938,8.0,-3.806,1.0,0.0821,0.0173,0.0,0.355,0.469,144.951,202973.0,4.0,3
Cheers (Drink To That),Rihanna,spotify:track:5Lm8wha7kmEuqyjJ237HNM,0.572,0.913,9.0,-3.626,1.0,0.0425,0.018,0.0,0.293,0.724,79.986,261747.0,4.0,3
ROCKSTAR 101,Rihanna,spotify:track:0V1QctBNCIGMeJ7oKa4mb7,0.343,0.65,1.0,-4.624,1.0,0.0909,0.0299,0.0,0.646,0.315,170.697,238893.0,5.0,0
Russian Roulette,Rihanna,spotify:track:2e2XwMMNEdERsHLpOg7aEM,0.48,0.486,6.0,-5.754,0.0,0.0447,0.046,0.0,0.107,0.265,80.051,227533.0,4.0,2
Best Thing I Never Had,Beyoncé,spotify:track:20BubhRYSjCIchDA4O9wNK,0.545,0.649,6.0,-4.062,1.0,0.0324,0.143,1.57e-05,0.0894,0.297,99.099,253747.0,4.0,3
Baby Don't Lie,Gwen Stefani,spotify:track:26aVIjuka4gVm6EHy0NJrj,0.688,0.555,10.0,-5.418,0.0,0.0323,0.0114,0.315,0.102,0.27,99.973,202533.0,4.0,2
Automatic,Nicki Minaj,spotify:track:4yumVfpFGiwuTMFgWUi6f3,0.731,0.765,5.0,-4.337,1.0,0.0512,0.102,0.0749,0.138,0.638,127.992,198067.0,4.0,3
Remember December,Demi Lovato,spotify:track:1SSVaHiGFdSwoLEw3PK77G,0.467,0.845,1.0,-6.131,1.0,0.0785,0.00122,0.0,0.112,0.651,179.949,191760.0,4.0,3
Better Than I Know Myself,Adam Lambert,spotify:track:3Fsjt1h1p2o86pC2lQopJc,0.484,0.812,10.0,-4.743,1.0,0.138,0.0322,0.0,0.18,0.308,109.452,216173.0,5.0,3
Rain Over Me (feat. Marc Anthony),Pitbull,spotify:track:2cZrrQMjB63c0iIugYH9zS,0.61,0.906,0.0,-2.117,1.0,0.0648,0.00416,0.0,0.758,0.294,127.916,231573.0,4.0,0
Me And My Broken Heart,Rixton,spotify:track:2rJojRundKuKFgbvmCAYva,0.545,0.775,5.0,-4.325,0.0,0.0349,0.00636,0.0,0.192,0.516,174.086,193827.0,4.0,2
Magic,Coldplay,spotify:track:27jdUE1EYDSXZqhjuNxLem,0.738,0.482,6.0,-8.917,0.0,0.0402,0.0266,0.621,0.106,0.352,93.457,285014.0,4.0,1
The Way,Ariana Grande,spotify:track:0S4RKPbRDA72tvKwVdXQqe,0.645,0.878,5.0,-3.208,0.0,0.113,0.294,0.0,0.076,0.862,82.324,227027.0,4.0,2
If We Ever Meet Again,Katy Perry,spotify:track:0PRqWiyOFMHVee81mr1bp6,0.645,0.606,8.0,-7.157,1.0,0.0301,0.00796,0.0,0.0751,0.369,126.008,263178.0,4.0,3
Save The World - Extended Mix,Swedish House Mafia,spotify:track:4xTIknzHtjrqRQ1hlL2T8W,0.654,0.734,0.0,-6.216,1.0,0.112,0.00314,0.000249,0.0802,0.241,126.995,410897.0,4.0,3
Airplanes (feat. Hayley Williams of Paramore),B.o.B,spotify:track:6lV2MSQmRIkycDScNtrBXO,0.66,0.867,6.0,-4.285,0.0,0.116,0.11,0.0,0.0368,0.377,93.033,180480.0,4.0,2
Animals,Maroon 5,spotify:track:7uolkTLavH97itenLjNmx9,0.459,0.741,4.0,-6.43,0.0,0.0495,0.000189,0.0,0.481,0.344,189.879,231013.0,4.0,0
Hangover,Taio Cruz,spotify:track:2tftivjRsvKs0jFH9h3Ti8,0.599,0.885,3.0,-3.232,1.0,0.0463,0.00892,0.0,0.0699,0.576,128.048,244907.0,4.0,3
Demons,Imagine Dragons,spotify:track:2Oehrcv4Kov0SuIgWyQY9e,0.327,0.71,3.0,-2.928,1.0,0.0547,0.202,9e-05,0.28,0.416,179.561,175200.0,4.0,3
Replay,Iyaz,spotify:track:4E5P1XyAFtrjpiIxkydly4,0.706,0.751,9.0,-6.323,1.0,0.0708,0.173,0.0,0.168,0.195,91.031,182307.0,4.0,3
All I Wanna Do,Martin Jensen,spotify:track:0BiGd2FNDQ0eh79ZHfp6tS,0.728,0.794,1.0,-3.992,1.0,0.0635,0.148,0.0,0.0688,0.523,112.071,194360.0,4.0,3
Kill Em With Kindness,Selena Gomez,spotify:track:7KxhSJOYiqCDclXDBNlFSZ,0.757,0.884,10.0,-5.488,0.0,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012,217907.0,4.0,2
Make Me... (feat. G-Eazy) (feat. G-Eazy),Britney Spears,spotify:track:0YSJCrlSWF3meRTNCu54WI,0.697,0.7,7.0,-6.651,0.0,0.0985,0.157,0.0,0.217,0.577,123.013,231266.0,4.0,2
Right Round,Flo Rida,spotify:track:3GpbwCm3YxiWDvy29Uo3vP,0.72,0.672,7.0,-6.852,1.0,0.0551,0.009,0.0,0.232,0.705,124.986,204640.0,4.0,3
Please Don't Leave Me,P!nk,spotify:track:1VMW5hTQQ0C0pt19cc6Vi7,0.59,0.842,6.0,-4.491,1.0,0.0372,0.0114,0.0,0.322,0.783,138.026,232400.0,4.0,3
Misery,Maroon 5,spotify:track:25ExfwA81qF88DbaUrVs4k,0.708,0.806,4.0,-4.819,0.0,0.0452,0.000262,0.0,0.213,0.704,102.974,215213.0,4.0,2
Unconditionally,Katy Perry,spotify:track:6OaYLWpreRh9EoLYwrS75P,0.337,0.729,7.0,-4.809,1.0,0.0458,0.0037,0.0,0.21,0.355,128.861,228879.0,4.0,3
I Wanna Go,Britney Spears,spotify:track:5cCAZS9VhLGEDV4NCfieeg,0.696,0.546,5.0,-6.55,1.0,0.0414,0.00379,3.8e-06,0.332,0.787,130.002,210267.0,4.0,3
Hold It Against Me,Britney Spears,spotify:track:7Dyq1bhhjknLKEGg4k5NLr,0.648,0.722,0.0,-4.813,0.0,0.0427,0.0103,0.0,0.24,0.389,132.973,228827.0,4.0,2
Criminal,Britney Spears,spotify:track:6T689Jvh5KrSXyaPtUWZtQ,0.696,0.734,7.0,-5.294,1.0,0.0298,0.0485,0.0,0.183,0.711,107.987,225080.0,4.0,3
Snadi,Roope Salminen & Koirat,spotify:track:1xLyXQzNEgVzNxaocJLLCF,0.705,0.783,6.0,-6.127,0.0,0.0459,0.116,0.0,0.322,0.902,113.024,193758.0,4.0,2
Terassilta lentoon (feat. Mäkki),HesaÄijä,spotify:track:32tCXq6ooMJSsi2m0v8xxG,0.795,0.8,9.0,-5.599,0.0,0.198,0.0261,0.0,0.167,0.917,128.052,208097.0,4.0,2
#SELFIE,The Chainsmokers,spotify:track:0zkiQH567SDLqfWNBaU3hv,0.808,0.915,0.0,-3.277,1.0,0.233,0.0136,9.03e-06,0.0788,0.647,127.984,183750.0,4.0,5
Can't Believe It (feat. Pitbull),Flo Rida,spotify:track:1kxyZ2SpflM1ogD0B5hgfX,0.747,0.83,9.0,-5.426,1.0,0.0899,0.0214,0.00024,0.0639,0.64,123.988,223203.0,4.0,3
Slow Down,Selena Gomez,spotify:track:3KC5FFplKpLMBCppRmGVpD,0.717,0.835,1.0,-3.823,0.0,0.176,0.0748,0.0,0.629,0.656,127.923,210293.0,4.0,0
Wicked Wonderland,Tungevaag,spotify:track:0zQXwzM2gtGfClqBBTsKXp,0.699,0.812,6.0,-5.772,0.0,0.135,0.00461,0.0161,0.397,0.749,127.916,217270.0,4.0,2
Until The End - Monday 2 Friday Radio Edit,Master Blaster,spotify:track:2bzue3UgOCyitcV2z1bOLO,0.534,0.991,8.0,-4.594,1.0,0.0462,0.00352,0.545,0.86,0.734,141.973,206703.0,4.0,0
Juomalaulu,Spekti,spotify:track:1L76HxtZkpUx00RiNJ5UCf,0.733,0.913,9.0,-3.981,0.0,0.22,0.0111,0.0,0.0501,0.641,105.016,214973.0,4.0,2
Cream - Radio Edit,Tujamo,spotify:track:2uUHq7i2gWA162KAoLPWZD,0.703,0.997,5.0,-2.48,1.0,0.0442,0.0132,0.769,0.0775,0.49,127.991,151875.0,4.0,3
I Found Your Heart,DubVision,spotify:track:3wDdU9Cu6o5jv4PQT1NKab,0.636,0.821,2.0,-3.654,1.0,0.0906,0.221,1.82e-05,0.0972,0.401,127.076,204094.0,4.0,3
Pegasus,Armin van Buuren,spotify:track:3Se7l1755cRnZjHXTL2B3k,0.464,0.98,10.0,-6.399,0.0,0.0444,0.00185,0.954,0.23,0.46,128.0,164000.0,4.0,2
Unicorn Zombie Apocalypse - Original Mix,Borgore,spotify:track:0AC357XM98E9iRQ67MhVzi,0.677,0.885,1.0,-2.946,1.0,0.0658,0.00425,0.861,0.052,0.186,128.037,277500.0,4.0,3
Wildfire - Radio Edit,Borgeous,spotify:track:4dSUq6XjY2Z7X3IdyR0Aig,0.547,0.746,6.0,-4.457,0.0,0.0406,0.0111,0.000249,0.0587,0.111,127.988,225117.0,4.0,2
Welcome to the Dancefloor - Video Edit,ItaloBrothers,spotify:track:5qkp3AIXXqW4QXqASwhqKc,0.563,0.963,6.0,-3.55,0.0,0.0403,0.00154,0.0,0.0735,0.492,127.934,171998.0,4.0,2
Stamp on the Ground - Radio Edit,ItaloBrothers,spotify:track:09ISyLOPeuno7kKlzdbZuq,0.635,0.828,11.0,-7.575,0.0,0.0592,0.204,0.00924,0.116,0.276,149.953,198987.0,4.0,2
Hanat Auki,Lord Est,spotify:track:4VtLvRU5wGjGsFy04eVvZs,0.912,0.806,7.0,-2.769,1.0,0.0468,0.194,0.0,0.14,0.96,114.006,203293.0,4.0,3
Madafakin darra (feat. Ida Paul),Roope Salminen & Koirat,spotify:track:3lMptolbiExnExS1Xh3e5m,0.659,0.893,11.0,-4.688,0.0,0.174,0.00199,0.0,0.021,0.92,159.964,184013.0,4.0,2
Macho Fantastico,Spekti,spotify:track:3JEjxSwF7TQOIER3n9WfNZ,0.723,0.818,11.0,-4.588,0.0,0.0705,0.0802,0.0,0.0727,0.58,95.004,201520.0,4.0,2
I'm an Albatraoz,AronChupa,spotify:track:5MhsZlmKJG6X5kTHkdwC4B,0.883,0.817,0.0,-5.414,1.0,0.235,0.601,0.00449,0.11,0.595,128.078,166849.0,4.0,5
Rahaa palaa feat. Uniikki,Kristal,spotify:track:3UB6bgxx6WGrOws9szkOvm,0.825,0.548,5.0,-6.091,0.0,0.0789,0.187,0.0,0.0692,0.47,110.049,203455.0,4.0,2
This Is Nightlife - Video Edit,Various Artists,spotify:track:3CYRGJPi6FbmO10aUX77am,0.642,0.784,11.0,-5.286,0.0,0.032,0.0271,3.03e-05,0.308,0.877,128.004,162000.0,4.0,2
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,spotify:track:5HQVUIKwCEXpe7JIHyY734,0.715,0.655,0.0,-6.425,1.0,0.137,0.0525,0.0,0.115,0.531,95.078,207333.0,4.0,3
How We Party,R3HAB,spotify:track:0Zv45bSIvDc1d8iJlJvwc3,0.652,0.99,11.0,-1.887,1.0,0.111,0.000744,0.328,0.0626,0.207,127.971,211875.0,4.0,3
Party All Night (Sleep All Day),Various Artists,spotify:track:5FjzVHBoUtVHxKl6NmnEoe,0.581,0.844,0.0,-5.528,0.0,0.0715,0.000613,0.0,0.529,0.789,123.992,222560.0,4.0,0
Nallipyssy (Weekend Festival 2014 Anthem),Heavyweight,spotify:track:3XniWn1cw3qIMgmVtOJj3l,0.37,0.957,9.0,-3.99,1.0,0.131,0.00108,0.00019,0.141,0.0589,96.003,180307.0,3.0,6
Holiday (feat. Akon) - DJ Antoine vs Mad Mark 2k15 Radio Edit,DJ Antoine,spotify:track:6OKdqdFkQzSPzQxPAZW0IV,0.77,0.823,1.0,-3.713,1.0,0.038,0.224,2.71e-05,0.0912,0.58,125.975,211746.0,4.0,3
Happy Little Pill,Troye Sivan,spotify:track:1oszxWJ3DiAICVbcjhOLF9,0.567,0.593,4.0,-7.127,0.0,0.0375,0.000848,2.09e-06,0.114,0.0398,91.703,224874.0,4.0,2
Controlla,Drake,spotify:track:6F609ICg9Spjrw1epsAnpa,0.607,0.476,10.0,-11.076,0.0,0.249,0.0773,0.0,0.113,0.347,122.976,245227.0,5.0,5
I Need A Doctor,Dr. Dre,spotify:track:70ATm56tH7OrQ1zurYssz0,0.594,0.946,3.0,-4.521,1.0,0.452,0.0869,0.0,0.306,0.397,155.826,283733.0,4.0,5
Say Something,A Great Big World,spotify:track:78TKtlSLWK8pZAKKW3MyQL,0.453,0.146,2.0,-8.976,1.0,0.0343,0.867,3.49e-06,0.0945,0.0915,137.905,229400.0,3.0,6
On The Floor - Radio Edit,Jennifer Lopez,spotify:track:7Hv89f7Dpm5Hce1XkBbjQZ,0.765,0.68,11.0,-6.306,1.0,0.0932,0.0953,0.0009,0.138,0.462,129.998,230907.0,4.0,3
Say It Right - Main,Nelly Furtado,spotify:track:5LwPqhWijLpG9VWKtNqaJI,0.868,0.871,1.0,-6.179,1.0,0.136,0.0478,0.000633,0.0481,0.838,116.944,223520.0,4.0,3
All Good Things (Come To An End),Nelly Furtado,spotify:track:6kEpjptnAwt11Atr4cEMe1,0.661,0.649,9.0,-7.668,0.0,0.0342,0.245,1.22e-05,0.11,0.388,100.893,311187.0,4.0,2
4 Minutes (feat. Justin Timberlake and Timbaland),Madonna,spotify:track:1dDNz8h95Gsu0W4QdxVVln,0.705,0.911,2.0,-4.873,1.0,0.0717,0.00592,0.00154,0.0603,0.803,113.032,245080.0,4.0,3
So Yesterday,Hilary Duff,spotify:track:2WKyaIrR5qhg2f8bGPcHk2,0.552,0.803,0.0,-3.81,1.0,0.0611,0.234,0.0,0.308,0.784,78.196,216373.0,4.0,3
Whataya Want from Me,Adam Lambert,spotify:track:2rDwdvBma1O1eLzo29p2cr,0.44,0.683,11.0,-4.732,0.0,0.0489,0.00706,0.0,0.0593,0.445,185.948,227320.0,4.0,2
For Your Entertainment,Adam Lambert,spotify:track:0BmT0BVnYYggf7V4NCtx2B,0.654,0.872,1.0,-3.824,1.0,0.11,0.0411,0.0,0.0808,0.612,130.023,215160.0,4.0,3
Celebration,Madonna,spotify:track:5HktkLHDbjA6LTyRTBEzHy,0.637,0.891,11.0,-4.139,0.0,0.0345,0.0742,0.000622,0.0686,0.933,126.002,215133.0,4.0,2
Euphoria - Single Version,Loreen,spotify:track:1xN7BpTAWnZkuSLOtRP6Qc,0.562,0.783,11.0,-4.727,0.0,0.0428,0.135,1.44e-05,0.282,0.391,132.06,181787.0,4.0,2
Yee - Original Mix,Deorro,spotify:track:629LSgJ5RByv34caJVVBuq,0.732,0.989,5.0,-4.172,0.0,0.0483,0.102,0.748,0.0551,0.684,127.984,210000.0,4.0,2
The Bell - Radio Mix,Dirty Disco Youth,spotify:track:1HYZBBHMaqgaOYDcw7Ifpj,0.612,0.974,7.0,-2.851,0.0,0.0412,2.21e-05,0.948,0.372,0.278,128.011,200625.0,4.0,2
Boneless,Steve Aoki,spotify:track:4qPnE8jBZN3wmgGxspsOcP,0.743,0.962,11.0,-3.205,0.0,0.0629,0.00445,0.613,0.352,0.643,127.99,270000.0,4.0,2
Call Me A Spaceman - Radio Edit,Hardwell,spotify:track:1UPyhGntpIx9jGJ5UVtKVS,0.581,0.877,3.0,-3.595,0.0,0.0486,0.0172,0.0,0.248,0.35,127.952,189375.0,4.0,2
Lights - Single Version,Ellie Goulding,spotify:track:7gUpO6td4OOnu0Lf9vhcIV,0.683,0.789,8.0,-6.132,0.0,0.0353,0.0283,0.0492,0.112,0.809,120.013,211800.0,4.0,2
Work Bitch,Britney Spears,spotify:track:3KliPMvk1EvFZu9cvkj8p1,0.629,0.824,9.0,-6.53,1.0,0.159,0.155,0.000628,0.0651,0.852,128.01,247960.0,4.0,3
Shot Me Down (feat. Skylar Grey) - Radio Edit,David Guetta,spotify:track:7qfwcqfGOkQYtzjF4UzJHM,0.347,0.772,5.0,-4.359,0.0,0.0549,0.0597,0.0333,0.115,0.035,192.118,191412.0,3.0,6
Pakastin,Mäkki,spotify:track:3LflHr5D44uAW9wppQ7Dnw,0.886,0.74,7.0,-5.745,0.0,0.223,0.17,0.0,0.229,0.81,126.029,204288.0,4.0,5
Desibelii (feat. Sharon),ILARI,spotify:track:4sojrNZzfhcZ6rB33kJ8pN,0.813,0.818,10.0,-3.932,0.0,0.0671,0.0541,0.0,0.349,0.489,110.019,217018.0,4.0,2
Bae,Heikki Kuula,spotify:track:0b2mU9wEUI8MmOVFNK3IVQ,0.849,0.903,0.0,-2.946,1.0,0.0666,0.185,0.0,0.0825,0.915,120.031,190192.0,4.0,3
Do You Wanna Fuck,Byz,spotify:track:00eArGDfSh7qPGTy4Vtyo8,0.776,0.677,2.0,-5.342,0.0,0.0567,0.153,0.0,0.0842,0.75,93.011,231093.0,4.0,2
Mahtuuko kyytiin?,Gasellit,spotify:track:3YtuyguojdSAOvEqbnoxaf,0.708,0.651,5.0,-5.161,1.0,0.135,0.0639,3.24e-05,0.175,0.848,151.959,226893.0,4.0,3
Isol kirkol,TIPPA,spotify:track:4ZI4YGIBPwburXxUgGZiP5,0.733,0.648,5.0,-5.78,0.0,0.0941,0.00222,0.0,0.211,0.761,143.025,182796.0,4.0,2
Can't Feel My Face - Martin Garrix Remix,The Weeknd,spotify:track:1DZ9n7K1LZW8bWBZqGJUfN,0.607,0.707,9.0,-5.509,0.0,0.106,0.00842,1.71e-05,0.348,0.117,128.014,252933.0,4.0,2
Divine Sorrow,Wyclef Jean,spotify:track:007lsEHi6fP9LoYB7czYUa,0.546,0.606,0.0,-4.158,1.0,0.041,0.0255,0.0,0.1,0.413,129.996,278715.0,4.0,3
We Are Forever - feat. Jonny Rose,Jeremy Folderol,spotify:track:2dX2SKn8M1ybhWBddKi9lc,0.398,0.878,0.0,-4.732,0.0,0.0732,0.00085,4.87e-06,0.719,0.141,129.901,201093.0,4.0,0
Apollo - Radio Edit,Various Artists,spotify:track:3oMRPbLcdkMVIjnzp7baRB,0.56,0.742,9.0,-6.122,1.0,0.0666,0.015,0.0134,0.639,0.275,128.06,209766.0,4.0,0
Take Me Higher - R3hab Remix,Nytrix,spotify:track:0X7K6bfRuUM8FNhdecXhy3,0.671,0.888,2.0,-4.771,1.0,0.0836,0.0336,0.000751,0.0828,0.105,128.01,210000.0,4.0,3
Lionheart (feat. The Royalties STHLM) - Jenaux Radio Edit,Marcus Schössow,spotify:track:2pd6hufi7ZJZxKeNyARivR,0.474,0.896,9.0,-3.671,0.0,0.0476,0.00655,0.0,0.379,0.177,125.998,190516.0,3.0,2
Ah Yeah So What - Radio Edit,Will Sparks,spotify:track:37PuGmhHTzDbbaUAFKj6bJ,0.678,0.959,0.0,-3.906,1.0,0.157,0.0661,0.652,0.18,0.664,127.978,195000.0,4.0,3
Angel,DVBBS,spotify:track:6C5k3fZmSi2ew9sZtWB8Ax,0.512,0.85,7.0,-4.956,0.0,0.0329,0.0247,0.0,0.334,0.331,128.031,209652.0,4.0,2
Body Talk (feat. Julian Perretta) - Radio Edit,Dimitri Vegas & Like Mike,spotify:track:0SZqc82jwXtfomwo11gtVh,0.561,0.922,7.0,-4.748,1.0,0.295,0.00263,1.87e-05,0.506,0.634,127.999,207103.0,4.0,5
Bonfire,Knife Party,spotify:track:0QIYINh2AwmOmdu8CRYvlw,0.536,0.944,1.0,-3.029,1.0,0.0867,0.000117,0.00345,0.353,0.589,174.031,272078.0,4.0,3
Bouncybob (feat. Justin Mylo & Mesto),Martin Garrix,spotify:track:0MyfJah9XRKoF68chrxVmZ,0.73,0.896,9.0,-7.863,0.0,0.0692,0.000727,0.806,0.13,0.331,128.012,251260.0,4.0,2
Break Through The Silence - Original Mix,Martin Garrix,spotify:track:2hSltlbnyQtKvfaZ1EjljN,0.574,0.959,9.0,-5.529,1.0,0.0634,0.00327,0.0235,0.0691,0.206,128.012,283140.0,4.0,3
Can't Go Home (feat. Adam Lambert) - Radio Edit,Steve Aoki,spotify:track:0QHnxQsdunrlmduVLPQCNy,0.662,0.797,0.0,-5.209,1.0,0.0951,0.0182,2.26e-05,0.279,0.673,123.947,183577.0,4.0,3
Flashlight - Original Edit,R3HAB,spotify:track:60HuL4PsomRiWh79KBV7jk,0.671,0.947,10.0,-3.638,1.0,0.046,0.0304,0.632,0.304,0.393,128.03,178253.0,4.0,3
Helicopter - Original Edit,Martin Garrix,spotify:track:3m3OwRXheUtBRKmcVNUsFo,0.601,0.962,3.0,-4.52,1.0,0.0427,0.00984,0.291,0.0977,0.0749,128.055,202507.0,4.0,3
Higher Place (feat. Ne-Yo),Dimitri Vegas & Like Mike,spotify:track:2mviqu3iMdsQjeWSxBk7gf,0.71,0.614,7.0,-6.253,1.0,0.0743,0.246,4.14e-05,0.151,0.557,124.932,174010.0,4.0,3
Letting Go - Radio Version,Da Tweekaz,spotify:track:56DwfNdpXlUYshzPZnWJ5V,0.47,0.915,5.0,-3.594,0.0,0.0408,0.0685,5.22e-05,0.2,0.244,149.951,200695.0,4.0,2
Xception - Original Mix,Starkillers,spotify:track:2W6V1ygPikPHOgI7aTSFVe,0.688,0.943,1.0,-2.87,1.0,0.135,0.00187,0.848,0.0713,0.627,132.001,285455.0,4.0,3
Pyramids - Radio Mix,DVBBS,spotify:track:7ipioDTtamvmdNHwQDsOKc,0.602,0.965,10.0,-0.959,1.0,0.074,0.000269,0.00202,0.0859,0.215,128.14,196875.0,4.0,3
This Is Dirty - Original Mix,DVBBS,spotify:track:6FqH28raIkXVlcHDUvlEzA,0.456,0.905,7.0,-1.405,0.0,0.0737,0.000263,0.899,0.0954,0.084,128.078,295781.0,4.0,2
Raveheart - Original Mix,DVBBS,spotify:track:0kTC7L9V1nEGk58UjA5uqr,0.5,0.986,10.0,-2.197,1.0,0.322,0.00106,0.000115,0.283,0.24,127.972,210588.0,4.0,5
White Clouds - MOGUAI Remix,DVBBS,spotify:track:11L5tbYfk6gOOdmOqMjJYo,0.629,0.687,9.0,-5.14,0.0,0.0583,0.00282,3.86e-05,0.136,0.326,126.018,331429.0,4.0,2
Voodoo - Original Mix,DVBBS,spotify:track:1CYAEcbhLAluTm47dIFFgZ,0.652,0.822,3.0,-4.579,0.0,0.0415,0.00185,0.103,0.0635,0.101,127.996,273833.0,4.0,2
We Were Young - Original Mix,DVBBS,spotify:track:0nr272gODfF2SNA1Q0cuBx,0.467,0.901,0.0,-4.397,1.0,0.101,0.00779,0.0254,0.0608,0.0552,127.952,367642.0,4.0,3
Tsunami (Jump) - Radio Edit,DVBBS,spotify:track:3jsHAlEfplbszLcDID7BHq,0.699,0.982,11.0,-1.115,0.0,0.141,0.0417,0.000338,0.0849,0.383,127.958,159493.0,4.0,2
Raveology - Original Edit,DVBBS,spotify:track:4O0xbUIH7R6opCojtWmtl0,0.648,0.978,9.0,-3.161,1.0,0.0898,0.0087,0.835,0.13,0.582,127.981,180080.0,4.0,3
